"device_id","timestamp","product_id"
"2","2025-08-21 22:30:44.993509+00","4"
"2","2025-08-21 22:34:40.413708+00","4"
"2","2025-08-21 22:36:42.637186+00","4"
"2","2025-08-21 22:38:35.810975+00","4"
"2","2025-08-21 22:42:31.415084+00","4"
"2","2025-08-21 22:46:26.865593+00","4"
"2","2025-08-21 22:47:23.833517+00","4"
"2","2025-08-21 22:50:22.21846+00","4"
"2","2025-08-21 22:54:17.499211+00","4"
"2","2025-08-21 22:58:12.919354+00","4"
"2","2025-08-21 23:02:08.255225+00","4"
"2","2025-08-21 23:06:03.522006+00","4"
"2","2025-08-21 23:09:58.8079+00","4"
"2","2025-08-21 23:13:54.275637+00","4"
"2","2025-08-21 23:17:49.908108+00","4"
"2","2025-08-21 23:21:45.377246+00","4"
"2","2025-08-21 23:25:06.670184+00","4"
"2","2025-08-21 23:25:41.191794+00","4"
"2","2025-08-21 23:29:36.838095+00","4"
"2","2025-08-21 23:33:32.822631+00","4"
"2","2025-08-21 23:37:28.305166+00","4"
"2","2025-08-21 23:41:23.975068+00","4"
"2","2025-08-21 23:45:19.620905+00","4"
"2","2025-08-21 23:49:25.356685+00","4"
"2","2025-08-21 23:53:10.323114+00","4"
"2","2025-08-21 23:55:30.166494+00","4"
"2","2025-08-21 23:57:05.885724+00","4"
"2","2025-08-21 23:58:10.179149+00","4"
"2","2025-08-22 00:01:01.224272+00","4"
"2","2025-08-22 00:04:17.043079+00","4"
"2","2025-08-22 00:04:57.068422+00","4"
"2","2025-08-22 00:08:52.7218+00","4"
"2","2025-08-22 00:12:48.397572+00","4"
"2","2025-08-22 00:16:44.273334+00","4"
"2","2025-08-22 00:20:40.09436+00","4"
"2","2025-08-22 00:24:36.174142+00","4"
"2","2025-08-22 00:28:32.318872+00","4"
"2","2025-08-22 00:32:27.862228+00","4"
"2","2025-08-22 00:36:23.693758+00","4"
"2","2025-08-22 00:40:19.593331+00","4"
"2","2025-08-22 00:44:25.326887+00","4"
"2","2025-08-22 00:48:10.422654+00","4"
"2","2025-08-22 00:52:06.305742+00","4"
"2","2025-08-22 00:52:55.099721+00","4"
"2","2025-08-22 00:56:01.874733+00","4"
"2","2025-08-22 00:59:57.547608+00","4"
"2","2025-08-22 01:03:53.263365+00","4"
"2","2025-08-22 01:07:47.706154+00","4"
"2","2025-08-22 01:11:41.505547+00","4"
"2","2025-08-22 01:15:35.895928+00","4"
"2","2025-08-22 01:19:29.896952+00","4"
"2","2025-08-22 01:21:57.560076+00","4"
"2","2025-08-22 01:23:24.42988+00","4"
"2","2025-08-22 01:27:19.335972+00","4"
"2","2025-08-22 01:31:14.005179+00","4"
"2","2025-08-22 01:35:09.268832+00","4"
"2","2025-08-22 01:39:05.195231+00","4"
"2","2025-08-22 01:43:00.078465+00","4"
"2","2025-08-22 01:46:55.073403+00","4"
"2","2025-08-22 01:50:50.932636+00","4"
"2","2025-08-22 01:51:41.444396+00","4"
"2","2025-08-22 01:54:46.109944+00","4"
"2","2025-08-22 01:58:40.775989+00","4"
"2","2025-08-22 02:02:35.454278+00","4"
"2","2025-08-22 02:06:30.115968+00","4"
"2","2025-08-22 02:07:41.779726+00","4"
"2","2025-08-22 02:10:24.422517+00","4"
"2","2025-08-22 02:13:20.789783+00","4"
"2","2025-08-22 02:14:29.285749+00","4"
"2","2025-08-22 02:16:02.62831+00","4"
"2","2025-08-22 02:18:12.664308+00","4"
"2","2025-08-22 02:22:07.096002+00","4"
"2","2025-08-22 02:26:01.315065+00","4"
"2","2025-08-22 02:29:54.501193+00","4"
"2","2025-08-22 02:31:43.95519+00","4"
"2","2025-08-22 02:33:49.869197+00","4"
"2","2025-08-22 02:37:45.784136+00","4"
"2","2025-08-22 02:41:42.121708+00","4"
"2","2025-08-22 02:45:38.691898+00","4"
"2","2025-08-22 02:49:35.414636+00","4"
"2","2025-08-22 02:51:05.392265+00","4"
"2","2025-08-22 02:53:31.879706+00","4"
"2","2025-08-22 02:57:28.698749+00","4"
"2","2025-08-22 03:01:25.214215+00","4"
"2","2025-08-22 03:05:21.231432+00","4"
"2","2025-08-22 03:09:28.170159+00","4"
"2","2025-08-22 03:13:13.858554+00","4"
"2","2025-08-22 03:17:09.54977+00","4"
"2","2025-08-22 03:20:08.588106+00","4"
"2","2025-08-22 03:21:05.124123+00","4"
"2","2025-08-22 03:25:00.377902+00","4"
"2","2025-08-22 03:28:56.570878+00","4"
"2","2025-08-22 03:31:08.981256+00","4"
"2","2025-08-22 03:32:52.595874+00","4"
"2","2025-08-22 03:36:49.226449+00","4"
"2","2025-08-22 03:40:45.895218+00","4"
"2","2025-08-22 03:44:09.644432+00","4"
"2","2025-08-22 03:44:58.817335+00","4"
"2","2025-08-22 03:48:55.367301+00","4"
"2","2025-08-22 03:52:51.280645+00","4"
"2","2025-08-22 03:56:48.845051+00","4"
"2","2025-08-22 04:00:29.903673+00","4"
"2","2025-08-22 04:07:18.236811+00","4"
"2","2025-08-22 04:10:50.783633+00","4"
"2","2025-08-22 04:16:24.196427+00","4"
"2","2025-08-22 04:24:32.797307+00","4"
"2","2025-08-22 04:29:03.479507+00","4"
"2","2025-08-22 04:39:34.198124+00","4"
"2","2025-08-22 04:43:31.741309+00","4"
"2","2025-08-22 04:45:35.872213+00","4"
"2","2025-08-22 04:46:55.552861+00","4"
"2","2025-08-22 04:47:29.853575+00","4"
"2","2025-08-22 04:50:35.783583+00","4"
"2","2025-08-22 04:51:27.394099+00","4"
"2","2025-08-22 04:55:25.238844+00","4"
"2","2025-08-22 04:56:36.546322+00","4"
"2","2025-08-22 04:59:32.49758+00","4"
"2","2025-08-22 05:03:21.218913+00","4"
"2","2025-08-22 05:03:57.618751+00","4"
"2","2025-08-22 05:07:19.607018+00","4"
"2","2025-08-22 05:11:18.302681+00","4"
"2","2025-08-22 05:15:16.534471+00","4"
"2","2025-08-22 05:19:14.881766+00","4"
"2","2025-08-22 05:23:13.646727+00","4"
"2","2025-08-22 05:27:11.994555+00","4"
"2","2025-08-22 05:31:09.445947+00","4"
"2","2025-08-22 05:35:06.564329+00","4"
"2","2025-08-22 05:41:33.851822+00","4"
"2","2025-08-22 05:51:10.043745+00","4"
"2","2025-08-22 05:54:26.209871+00","4"
"2","2025-08-22 05:55:08.895363+00","4"
"2","2025-08-22 06:01:45.924504+00","4"
"2","2025-08-22 06:05:45.286138+00","4"
"2","2025-08-22 06:09:44.681945+00","4"
"2","2025-08-22 06:13:44.479433+00","4"
"2","2025-08-22 06:17:42.112061+00","4"
"2","2025-08-22 06:20:33.233271+00","4"
"2","2025-08-22 06:21:57.059157+00","4"
"2","2025-08-22 06:25:54.904036+00","4"
"2","2025-08-22 06:30:07.180856+00","4"
"2","2025-08-22 06:33:49.114562+00","4"
"2","2025-08-22 06:37:46.290542+00","4"
"2","2025-08-22 06:41:43.321692+00","4"
"2","2025-08-22 06:45:57.595304+00","4"
"2","2025-08-22 06:49:36.88378+00","4"
"2","2025-08-22 06:53:53.560763+00","4"
"2","2025-08-22 06:57:52.574378+00","4"
"2","2025-08-22 07:01:51.700888+00","4"
"2","2025-08-22 07:03:58.453548+00","4"
"2","2025-08-22 07:05:49.614289+00","4"
"2","2025-08-22 07:09:46.824422+00","4"
"2","2025-08-22 07:13:44.257818+00","4"
"2","2025-08-22 07:17:41.271316+00","4"
"2","2025-08-22 07:21:38.236167+00","4"
"2","2025-08-22 07:25:35.260262+00","4"
"2","2025-08-22 07:29:32.692346+00","4"
"2","2025-08-22 07:33:30.041585+00","4"
"2","2025-08-22 07:37:27.203443+00","4"
"2","2025-08-22 07:38:01.40931+00","4"
"2","2025-08-22 07:41:24.463469+00","4"
"2","2025-08-22 07:45:21.348642+00","4"
"2","2025-08-22 07:51:53.249866+00","4"
"2","2025-08-22 07:58:00.842646+00","4"
"2","2025-08-22 08:01:07.402646+00","4"
"2","2025-08-22 08:01:40.554399+00","4"
"2","2025-08-22 08:05:04.72447+00","4"
"2","2025-08-22 08:10:33.36073+00","4"
"2","2025-08-22 08:12:01.23642+00","4"
"2","2025-08-22 08:14:28.889111+00","4"
"2","2025-08-22 08:18:25.72809+00","4"
"2","2025-08-22 08:22:21.915222+00","4"
"2","2025-08-22 08:24:02.901615+00","4"
"2","2025-08-22 08:25:42.87985+00","4"
"2","2025-08-22 08:26:18.914343+00","4"
"2","2025-08-22 08:30:15.953593+00","4"
"2","2025-08-22 08:34:12.918936+00","4"
"2","2025-08-22 08:38:10.314464+00","4"
"2","2025-08-22 08:40:43.984867+00","4"
"2","2025-08-22 08:42:06.198119+00","4"
"2","2025-08-22 08:43:25.152975+00","4"
"2","2025-08-22 08:46:02.673834+00","4"
"2","2025-08-22 08:49:59.662165+00","4"
"2","2025-08-22 08:53:56.867716+00","4"
"2","2025-08-22 08:57:54.375009+00","4"
"2","2025-08-22 09:01:51.796988+00","4"
"2","2025-08-22 09:05:48.721306+00","4"
"2","2025-08-22 09:09:26.738549+00","4"
"2","2025-08-22 09:13:43.203126+00","4"
"2","2025-08-22 09:14:27.320858+00","4"
"2","2025-08-22 09:16:28.023468+00","4"
"2","2025-08-22 09:17:40.189025+00","4"
"2","2025-08-22 09:21:27.478782+00","4"
"2","2025-08-22 09:22:28.02916+00","4"
"2","2025-08-22 09:25:08.238049+00","4"
"2","2025-08-22 09:26:49.14446+00","4"
"2","2025-08-22 09:29:30.251278+00","4"
"2","2025-08-22 09:31:47.580783+00","4"
"2","2025-08-22 09:33:27.128584+00","4"
"2","2025-08-22 09:37:24.456873+00","4"
"2","2025-08-22 09:41:21.64657+00","4"
"2","2025-08-22 09:43:30.38713+00","4"
"2","2025-08-22 09:45:18.867597+00","4"
"2","2025-08-22 09:49:14.924198+00","4"
"2","2025-08-22 09:53:11.624354+00","4"
"2","2025-08-22 09:55:51.312314+00","4"
"2","2025-08-22 09:57:08.732524+00","4"
"2","2025-08-22 10:01:05.723956+00","4"
"2","2025-08-22 10:02:51.799592+00","4"
"2","2025-08-22 10:05:02.99304+00","4"
"2","2025-08-22 10:07:32.459136+00","4"
"2","2025-08-22 10:08:31.805443+00","4"
"2","2025-08-22 10:10:52.003368+00","4"
"2","2025-08-22 10:12:57.302409+00","4"
"2","2025-08-22 10:15:53.191147+00","4"
"2","2025-08-22 10:16:54.51114+00","4"
"2","2025-08-22 10:20:51.582988+00","4"
"2","2025-08-22 10:24:53.219996+00","4"
"2","2025-08-22 10:28:46.393663+00","4"
"2","2025-08-22 10:32:43.681604+00","4"
"2","2025-08-22 10:36:40.985724+00","4"
"2","2025-08-22 10:40:38.004956+00","4"
"2","2025-08-22 10:44:34.695266+00","4"
"2","2025-08-22 10:48:31.260113+00","4"
"2","2025-08-22 10:52:28.237133+00","4"
"2","2025-08-22 10:54:57.436612+00","4"
"2","2025-08-22 10:56:24.903083+00","4"
"2","2025-08-22 11:00:21.645128+00","4"
"2","2025-08-22 11:01:36.963715+00","4"
"2","2025-08-22 11:04:13.944335+00","4"
"2","2025-08-22 11:09:03.134731+00","4"
"2","2025-08-22 11:12:10.341243+00","4"
"2","2025-08-22 11:16:05.903202+00","4"
"2","2025-08-22 11:20:02.835999+00","4"
"2","2025-08-22 11:23:59.635732+00","4"
"2","2025-08-22 11:27:56.581656+00","4"
"2","2025-08-22 11:31:52.995747+00","4"
"2","2025-08-22 11:35:49.885224+00","4"
"2","2025-08-22 11:39:19.459921+00","4"
"2","2025-08-22 11:43:43.617267+00","4"
"2","2025-08-22 11:47:40.180918+00","4"
"2","2025-08-22 11:51:37.252364+00","4"
"2","2025-08-22 11:55:33.658064+00","4"
"2","2025-08-22 11:59:30.51873+00","4"
"2","2025-08-22 12:00:09.170007+00","4"
"2","2025-08-22 12:03:27.641219+00","4"
"2","2025-08-22 12:07:24.395103+00","4"
"2","2025-08-22 12:08:03.189842+00","4"
"2","2025-08-22 12:11:21.408839+00","4"
"2","2025-08-22 12:15:18.569379+00","4"
"2","2025-08-22 12:19:15.737439+00","4"
"2","2025-08-22 12:23:13.087887+00","4"
"2","2025-08-22 12:27:10.230246+00","4"
"2","2025-08-22 12:31:06.730153+00","4"
"2","2025-08-22 12:35:09.218497+00","4"
"2","2025-08-22 12:39:01.138207+00","4"
"2","2025-08-22 12:42:57.981681+00","4"
"2","2025-08-22 12:46:54.959903+00","4"
"2","2025-08-22 12:50:52.30837+00","4"
"2","2025-08-22 12:54:26.290421+00","4"
"2","2025-08-22 12:58:45.688015+00","4"
"2","2025-08-22 13:02:43.214274+00","4"
"2","2025-08-22 13:06:40.426689+00","4"
"2","2025-08-22 13:10:37.91359+00","4"
"2","2025-08-22 13:14:36.025826+00","4"
"2","2025-08-22 13:18:33.201937+00","4"
"2","2025-08-22 13:22:30.331298+00","4"
"2","2025-08-22 13:26:26.750457+00","4"
"2","2025-08-22 13:30:23.414401+00","4"
"2","2025-08-22 13:34:20.660419+00","4"
"2","2025-08-22 13:38:17.793524+00","4"
"2","2025-08-22 13:42:14.953314+00","4"
"2","2025-08-22 13:45:51.059169+00","4"
"2","2025-08-22 13:50:11.366858+00","4"
"2","2025-08-22 13:52:31.756177+00","4"
"2","2025-08-22 13:54:07.62223+00","4"
"2","2025-08-22 13:58:05.531476+00","4"
"2","2025-08-22 13:58:52.771957+00","4"
"2","2025-08-22 14:02:03.430242+00","4"
"2","2025-08-22 14:04:12.888362+00","4"
"2","2025-08-22 14:06:01.2351+00","4"
"2","2025-08-22 14:09:59.291199+00","4"
"2","2025-08-22 14:11:53.799142+00","4"
"2","2025-08-22 14:13:56.568193+00","4"
"2","2025-08-22 14:17:53.903016+00","4"
"2","2025-08-22 14:21:51.229828+00","4"
"2","2025-08-22 14:23:34.822823+00","4"
"2","2025-08-22 14:25:48.706014+00","4"
"2","2025-08-22 14:29:14.862048+00","4"
"2","2025-08-22 14:29:46.25987+00","4"
"2","2025-08-22 14:33:44.376344+00","4"
"2","2025-08-22 14:37:42.007885+00","4"
"2","2025-08-22 14:41:39.877738+00","4"
"2","2025-08-22 14:45:37.553613+00","4"
"2","2025-08-22 14:49:35.337934+00","4"
"2","2025-08-22 14:53:32.738394+00","4"
"2","2025-08-22 14:57:29.850384+00","4"
"2","2025-08-22 15:01:26.795914+00","4"
"2","2025-08-22 15:05:23.941353+00","4"
"2","2025-08-22 15:09:21.477104+00","4"
"2","2025-08-22 15:13:18.76451+00","4"
"2","2025-08-22 15:17:15.96366+00","4"
"2","2025-08-22 15:21:12.974834+00","4"
"2","2025-08-22 15:25:21.071576+00","4"
"2","2025-08-22 15:56:49.290247+00","4"
"2","2025-08-22 16:00:46.773694+00","4"
"2","2025-08-22 16:04:44.054381+00","4"
"2","2025-08-22 16:08:40.776028+00","4"
"2","2025-08-22 16:12:37.757412+00","4"
"2","2025-08-22 16:16:34.753687+00","4"
"2","2025-08-22 16:18:46.551974+00","4"
"2","2025-08-22 16:20:31.755039+00","4"
"2","2025-08-22 16:24:29.427072+00","4"
"2","2025-08-22 16:28:26.627019+00","4"
"2","2025-08-22 16:32:23.304111+00","4"
"2","2025-08-22 16:36:20.201996+00","4"
"2","2025-08-22 16:40:21.251425+00","4"
"2","2025-08-22 16:44:14.741304+00","4"
"2","2025-08-22 16:48:12.285094+00","4"
"2","2025-08-22 16:52:10.04967+00","4"
"2","2025-08-22 16:56:07.564684+00","4"
"2","2025-08-22 17:00:05.288282+00","4"
"2","2025-08-22 17:04:02.838752+00","4"
"2","2025-08-22 17:08:00.336739+00","4"
"2","2025-08-22 17:11:58.153441+00","4"
"2","2025-08-22 17:15:55.790208+00","4"
"2","2025-08-22 17:19:53.829928+00","4"
"2","2025-08-22 17:22:51.633563+00","4"
"2","2025-08-22 17:23:52.073924+00","4"
"2","2025-08-22 17:24:52.624482+00","4"
"2","2025-08-22 17:27:50.747595+00","4"
"2","2025-08-22 17:31:11.022785+00","4"
"2","2025-08-22 17:31:48.93256+00","4"
"2","2025-08-22 17:34:30.607385+00","4"
"2","2025-08-22 17:35:47.586261+00","4"
"2","2025-08-22 17:39:45.94873+00","4"
"2","2025-08-22 17:42:12.452396+00","4"
"2","2025-08-22 17:43:44.158742+00","4"
"2","2025-08-22 17:44:31.62705+00","4"
"2","2025-08-22 17:47:43.142669+00","4"
"2","2025-08-22 17:51:42.229335+00","4"
"2","2025-08-22 17:55:41.383041+00","4"
"2","2025-08-22 17:59:39.978571+00","4"
"2","2025-08-22 18:03:38.39846+00","4"
"2","2025-08-22 18:07:16.389485+00","4"
"2","2025-08-22 18:11:35.621168+00","4"
"2","2025-08-22 18:15:34.401387+00","4"
"2","2025-08-22 18:22:32.333463+00","4"
"2","2025-08-22 18:29:16.583905+00","4"
"2","2025-08-22 18:32:45.709309+00","4"
"2","2025-08-22 18:37:13.260036+00","4"
"2","2025-08-22 18:40:28.527757+00","4"
"2","2025-08-22 18:48:26.689839+00","4"
"2","2025-08-22 18:49:08.067301+00","4"
"2","2025-08-22 18:52:24.962158+00","4"
"2","2025-08-22 18:56:23.605244+00","4"
"2","2025-08-22 19:00:22.330385+00","4"
"2","2025-08-22 19:04:20.881797+00","4"
"2","2025-08-22 19:08:19.117507+00","4"
"2","2025-08-22 19:12:17.785389+00","4"
"2","2025-08-22 19:16:16.345361+00","4"
"2","2025-08-22 19:20:14.679856+00","4"
"2","2025-08-22 19:24:13.456391+00","4"
"2","2025-08-22 19:28:11.821322+00","4"
"2","2025-08-22 19:32:10.148683+00","4"
"2","2025-08-22 19:36:08.681626+00","4"
"2","2025-08-22 19:38:50.984894+00","4"
"2","2025-08-22 19:40:06.967053+00","4"
"2","2025-08-22 19:44:04.825058+00","4"
"2","2025-08-22 19:45:11.767988+00","4"
"2","2025-08-22 19:48:02.961754+00","4"
"2","2025-08-22 19:52:00.987825+00","4"
"2","2025-08-22 19:55:58.868995+00","4"
"2","2025-08-22 19:57:13.144655+00","4"
"2","2025-08-22 19:59:56.876638+00","4"
"2","2025-08-22 20:03:55.362741+00","4"
"2","2025-08-22 20:07:53.85489+00","4"
"2","2025-08-22 20:11:52.461618+00","4"
"2","2025-08-22 20:15:50.838014+00","4"
"2","2025-08-22 20:23:48.506539+00","4"
"2","2025-08-22 20:27:46.546265+00","4"
"2","2025-08-22 20:30:57.333463+00","4"
"2","2025-08-22 20:31:44.482764+00","4"
"2","2025-08-22 20:35:42.621282+00","4"
"2","2025-08-22 20:38:36.77718+00","4"
"2","2025-08-22 20:39:40.980534+00","4"
"2","2025-08-22 20:43:39.370064+00","4"
"2","2025-08-22 20:47:17.242217+00","4"
"2","2025-08-22 20:51:36.158588+00","4"
"2","2025-08-22 20:55:34.549508+00","4"
"2","2025-08-22 20:59:28.526583+00","4"
"2","2025-08-22 21:00:38.841134+00","4"
"2","2025-08-22 21:01:56.673729+00","4"
"2","2025-08-22 21:04:33.819651+00","4"
"2","2025-08-22 21:06:38.613521+00","4"
"2","2025-08-22 21:07:28.623658+00","4"
"2","2025-08-22 21:11:26.654355+00","4"
"2","2025-08-22 21:15:24.276123+00","4"
"2","2025-08-22 21:19:22.306742+00","4"
"2","2025-08-22 21:23:20.336905+00","4"
"2","2025-08-22 21:27:18.126748+00","4"
"2","2025-08-22 21:31:15.915645+00","4"
"2","2025-08-22 21:35:13.945634+00","4"
"2","2025-08-22 21:39:12.534755+00","4"
"2","2025-08-22 21:39:42.771214+00","4"
"2","2025-08-22 21:41:02.103368+00","4"
"2","2025-08-22 21:43:10.01188+00","4"
"2","2025-08-22 21:47:08.11465+00","4"
"2","2025-08-22 21:51:06.920807+00","4"
"2","2025-08-22 21:55:05.062952+00","4"
"2","2025-08-22 21:59:02.843873+00","4"
"2","2025-08-22 22:02:02.622386+00","4"
"2","2025-08-22 22:03:01.156053+00","4"
"2","2025-08-22 22:06:58.862879+00","4"
"2","2025-08-22 22:08:44.970055+00","4"
"2","2025-08-22 22:10:56.999417+00","4"
"2","2025-08-22 22:11:47.510723+00","4"
"2","2025-08-22 22:15:05.305045+00","4"
"2","2025-08-22 22:18:53.016813+00","4"
"2","2025-08-22 22:22:51.54201+00","4"
"2","2025-08-22 22:26:49.459956+00","4"
"2","2025-08-22 22:29:06.202787+00","4"
"2","2025-08-22 22:30:47.629062+00","4"
"2","2025-08-22 22:34:45.843885+00","4"
"2","2025-08-22 22:35:47.17457+00","4"
"2","2025-08-22 22:38:44.171823+00","4"
"2","2025-08-22 22:42:42.32752+00","4"
"2","2025-08-22 22:46:40.57527+00","4"
"2","2025-08-22 22:50:39.02613+00","4"
"2","2025-08-22 22:52:07.783563+00","4"
"2","2025-08-22 22:54:36.677443+00","4"
"2","2025-08-22 22:58:34.509337+00","4"
"2","2025-08-22 23:02:32.415297+00","4"
"2","2025-08-22 23:06:30.112562+00","4"
"2","2025-08-22 23:10:28.352818+00","4"
"2","2025-08-22 23:12:51.657493+00","4"
"2","2025-08-22 23:14:26.410853+00","4"
"2","2025-08-22 23:18:24.674471+00","4"
"2","2025-08-22 23:22:22.977091+00","4"
"2","2025-08-22 23:26:21.116286+00","4"
"2","2025-08-22 23:30:18.698555+00","4"
"2","2025-08-22 23:32:33.804109+00","4"
"2","2025-08-22 23:33:13.161232+00","4"
"2","2025-08-22 23:33:50.85566+00","4"
"2","2025-08-22 23:38:15.195834+00","4"
"2","2025-08-22 23:42:12.995015+00","4"
"2","2025-08-22 23:46:10.986743+00","4"
"2","2025-08-22 23:50:08.942932+00","4"
"2","2025-08-22 23:52:34.069028+00","4"
"2","2025-08-22 23:53:14.038044+00","4"
"2","2025-08-22 23:54:07.251569+00","4"
"2","2025-08-22 23:58:04.974185+00","4"
"2","2025-08-23 00:02:03.389948+00","4"
"2","2025-08-23 00:06:01.341202+00","4"
"2","2025-08-23 00:10:08.726991+00","4"
"2","2025-08-23 00:13:57.326485+00","4"
"2","2025-08-23 00:16:56.906597+00","4"
"2","2025-08-23 00:17:55.53532+00","4"
"2","2025-08-23 00:21:54.01824+00","4"
"2","2025-08-23 00:22:57.204712+00","4"
"2","2025-08-23 00:25:52.108216+00","4"
"2","2025-08-23 00:29:50.362361+00","4"
"2","2025-08-23 00:33:48.979303+00","4"
"2","2025-08-23 00:37:47.591373+00","4"
"2","2025-08-23 00:41:46.286103+00","4"
"2","2025-08-23 00:45:19.406569+00","4"
"2","2025-08-23 00:49:42.862066+00","4"
"2","2025-08-23 00:53:40.845237+00","4"
"2","2025-08-23 00:56:40.594663+00","4"
"2","2025-08-23 00:57:39.248979+00","4"
"2","2025-08-23 01:01:37.829125+00","4"
"2","2025-08-23 01:05:36.349624+00","4"
"2","2025-08-23 01:09:34.610371+00","4"
"2","2025-08-23 01:13:33.112964+00","4"
"2","2025-08-23 01:17:27.845101+00","4"
"2","2025-08-23 01:22:02.833645+00","4"
"2","2025-08-23 01:25:29.766136+00","4"
"2","2025-08-23 01:30:12.962018+00","4"
"2","2025-08-23 01:34:24.381402+00","4"
"2","2025-08-23 01:36:34.098104+00","4"
"2","2025-08-23 01:40:16.324042+00","4"
"2","2025-08-23 01:41:25.076377+00","4"
"2","2025-08-23 01:42:25.203617+00","4"
"2","2025-08-23 01:43:58.618072+00","4"
"2","2025-08-23 01:47:40.975329+00","4"
"2","2025-08-23 01:50:40.783358+00","4"
"2","2025-08-23 04:07:16.403996+00","4"
"2","2025-08-23 04:41:40.828555+00","4"
"2","2025-08-23 05:21:04.892533+00","4"
"2","2025-08-23 05:45:50.340733+00","4"
"2","2025-08-23 05:49:46.725424+00","4"
"2","2025-08-23 05:50:57.841984+00","4"
"2","2025-08-23 05:56:08.77854+00","4"
"2","2025-08-23 06:01:37.831253+00","4"
"2","2025-08-23 06:06:41.427923+00","4"
"2","2025-08-23 06:07:49.447751+00","4"
"2","2025-08-23 06:12:45.356808+00","4"
"2","2025-08-23 06:13:34.370231+00","4"
"2","2025-08-23 06:17:06.635011+00","4"
"2","2025-08-23 06:22:14.865905+00","4"
"2","2025-08-23 06:24:03.663007+00","4"
"2","2025-08-23 06:24:53.02387+00","4"
"2","2025-08-23 06:26:36.654711+00","4"
"2","2025-08-23 06:31:28.051969+00","4"
"2","2025-08-23 06:36:19.854553+00","4"
"2","2025-08-23 06:41:08.391503+00","4"
"2","2025-08-23 06:45:48.477236+00","4"
"2","2025-08-23 06:50:30.952374+00","4"
"2","2025-08-23 06:52:53.664006+00","4"
"2","2025-08-23 06:53:46.350994+00","4"
"2","2025-08-23 06:54:20.461376+00","4"
"2","2025-08-23 06:55:18.052508+00","4"
"2","2025-08-23 07:00:01.338771+00","4"
"2","2025-08-23 07:04:45.097399+00","4"
"2","2025-08-23 07:09:28.549975+00","4"
"2","2025-08-23 07:14:07.415915+00","4"
"2","2025-08-23 07:18:49.478426+00","4"
"2","2025-08-23 07:23:32.329754+00","4"
"2","2025-08-23 07:28:14.821172+00","4"
"2","2025-08-23 07:32:57.725163+00","4"
"2","2025-08-23 07:38:19.453018+00","4"
"2","2025-08-23 07:39:10.688717+00","4"
"2","2025-08-23 07:40:02.288186+00","4"
"2","2025-08-23 07:42:36.646401+00","4"
"2","2025-08-23 07:47:23.670045+00","4"
"2","2025-08-23 07:52:02.306519+00","4"
"2","2025-08-23 07:57:39.787123+00","4"
"2","2025-08-23 07:58:22.385218+00","4"
"2","2025-08-23 07:59:09.485585+00","4"
"2","2025-08-23 08:00:24.668246+00","4"
"2","2025-08-23 08:01:17.635617+00","4"
"2","2025-08-23 08:06:00.301673+00","4"
"2","2025-08-23 08:06:44.213527+00","4"
"2","2025-08-23 08:07:28.192374+00","4"
"2","2025-08-23 08:08:44.264067+00","4"
"2","2025-08-23 08:10:52.583355+00","4"
"2","2025-08-23 08:12:11.36034+00","4"
"2","2025-08-23 08:16:57.841437+00","4"
"2","2025-08-23 08:19:40.953824+00","4"
"2","2025-08-23 08:20:11.716494+00","4"
